;	：
bdb	不得不
bdbc	百宝
bdbd	拜拜
bdbi	败笔
bdbj	白班
bdbk	百病
bdbk	敗
bdbk	贁
bdbl	宝刀不老
bdbm	百变
bdbp	拜别
bdbq	百毒不侵
bdbt	不得不低头
bdbu	摆布
bdbu	不打不相识
bdbw	百倍
bdbx	不大不小
bdby	百读不厌
bdcc	百草
bdcd	白菜
bdcu	白醋
bdd	柏
bdd	不单单
bdda	栢
bddb	韛
bddc	拜倒
bddd	白带
bddf	𩏞
bddi	白底
bddj	不大对劲
bddk	白丁
bddm	白点
bdds	摆动
bddt	不登大雅之堂
bddu	百度
bddy	棑
bddy	𩎻
bdei	背道而驰
bdei	𣺽
bdep	𤁣
bdeq	拔地而起
bdev	不得而知
bdev	派
bdfa	白发
bdfa	粨
bdfd	𡭢
bdff	百分
bdfg	白癜风
bdfh	拜访
bdfh	摆放
bdfj	白饭
bdfj	粺
bdfo	拜佛
bdfw	白费
bdge	白鸽
bdgj	白干
bdgk	𡏯
bdgl	白光
bdgo	白果
bdgr	百官
bdgs	白宫
bdgu	白骨
bdh	拜
bdh	稗
bdha	㿟
bdha	𥬝
bdhb	𤙅
bdhc	摆好
bdhe	百合
bdhf	䳆
bdhj	𤽹
bdhk	败坏
bdhl	𦣺
bdho	百货
bdhq	掰
bdhs	不得好死
bdhs	不到黄河心不死
bdhu	白虎
bdhv	拜会
bdhx	白话
bdhy	𦩋
bdih	不到长城非好汉
bdii	白痴
bdii	𠫛
bdij	不动产
bdil	庍
bdir	百川
bdiu	摆出
bdiv	𢈕
bdj	不对劲
bdjb	白金
bdjg	兵多将广
bdjg	不当家不知柴米贵
bdji	败绩
bdjk	白净
bdjm	摆件
bdjm	拜见
bdjq	白酒
bdjr	白卷
bdju	败局
bdju	博大精深
bdjw	不懂就问
bdjx	败家
bdjy	败军
bdkd	掰开
bdke	百科
bdkh	遍地开花
bdkj	猈
bdkn	不大可能
bdko	摆阔
bdlc	蛽
bdle	白了
bdlg	布达拉宫
bdli	背地里
bdli	䙓
bdlk	白领
bdll	不得了了
bdlm	白脸
bdln	不得了
bdlo	败落
bdlp	襬
bdlu	白露
bdlw	败类
bdm	百
bdm	帮倒忙
bdma	白马
bdma	瓸
bdmc	白猫
bdmc	䪹
bdmd	不达目的
bdmh	白忙
bdmi	百米
bdmj	摆满
bdmk	摆明
bdmm	白面
bdmn	白描
bdmn	㓦
bdmo	白沫
bdmq	𣧙
bdn	拜年
bdnf	白嫩
bdnl	表达能力
bdnm	百年
bdnn	百鸟
bdns	摆弄
bdo	佰
bdoa	伯
bdop	矲
bdpj	𢛞
bdpk	摆平
bdpu	摆谱
bdq	摆
bdq	不定期
bdqb	𫖔
bdqf	不得其法
bdqj	捭
bdqj	拝
bdql	百强
bdqp	擺
bdqq	掰
bdqs	不得其所
bdqv	挀
bdqx	北斗七星
bdra	𪡈
bdrc	唄
bdrf	白人
bdri	白日
bdrj	㗑
bdrj	𨃅
bdro	呗
bdru	不动如山
bdrx	不得人心
bdrz	白肉
bdse	白色
bdsh	冰冻三尺，非一日之寒
bdsi	冰冻三尺
bdsr	不打算
bdss	白送
bdsu	败诉
bdsv	百岁
bdt	摆脱
bdtb	鞴
bdtc	䒔
bdtd	百态
bdtg	不断提高
bdth	白糖
bdti	拔得头筹
bdtj	摆摊
bdtj	薜
bdtj	薭
bdtj	𦳞
bdtm	白天
bdtn	白条
bdto	拜托
bdtu	白兔
bdtv	败退
bdty	𩋂
bdtz	白头
bdua	白纱
bdue	摆设
bduh	摆上
bdui	拜师
bduj	拜山
bduj	㠔
bduo	白说
bdus	不动声色
bduv	不得善终
bduz	拜寿
bdva	絔
bdvc	百兆
bdvd	不懂装懂
bdve	摆着
bdvf	别当真
bdvg	摆正
bdvh	败仗
bdvi	白纸
bdvz	白昼
bdw	本单位
bdwi	罢
bdwj	百万
bdwl	宝刀未老
bdwp	罷
bdws	㔥
bdww	百味
bdx	北斗星
bdxi	白皙
bdxk	百姓
bdxm	白线
bdxp	拜谢
bdxt	白雪
bdxv	拔刀相助
bdy	不等于
bdya	竡
bdyb	白银
bdyc	白药
bdyc	䢙
bdyh	白羊
bdyi	不得已
bdyj	白眼
bdyk	不答应
bdyl	弊大于利
bdyr	百元
bdyu	白玉
bdyv	步调一致
bdyv	不得已而为之
bdyy	白云
bdyy	膀大腰圆
bdz	半吊子
bdzd	摆在
bdzi	白字
bdzo	白做
bdzu	白族
bdzv	不打自招
bdzz	败走
be	不饿
beb	博而不精
bebj	避而不见
bebt	避而不谈
befm	不二法门
begj	巴尔干
bels	白俄罗斯
beuk	布尔什维克
bevk	巴尔扎克
bevx	不二之选
bf	本
bf	笨
bfan	本案
bfbd	百分百
bfbf	笨笨
bfbi	百分比
bfbm	不方便
bfbn	本表
bfbo	奔波
bfbu	本部
bfbv	百发百中
bfc	坌
bfcc	白发苍苍
bfcc	鐼
bfci	本次
bfct	錛
bfcu	不负此生
bfcz	不复存在
bfd	栟
bfd	本
bfdh	本当
bfdi	本地
bfdj	笨蛋
bfdj	桳
bfdm	翉
bfdr	㮺
bfdr	楍
bfdw	㮥
bfdx	百废待兴
bfeg	𣴞
bfej	𣳰
bfem	泍
bfet	渀
bffc	燌
bfff	本分
bffh	奔放
bffu	奔赴
bfgd	本该
bfgh	坋
bfgo	本国
bfh	笨
bfh	犇
bfhc	百分号
bfhc	𥢊
bfhh	本行
bfho	𬓱
bfhu	暴发户
bfhw	𱸛
bfi	畚
bfih	本场
bfii	奔驰
bfij	軬
bfil	不费吹灰之力
bfim	㡷
bfim	𪊜
bfim	𪎝
bfiu	奔出
bfiu	奙
bfiv	奙
bfjb	本金
bfjc	賁
bfji	本季
bfjo	贲
bfjp	本届
bfjq	本就
bfjt	𨋒
bfjw	輽
bfjx	百废俱兴
bfk	奔
bfkc	獖
bfke	本科
bfkj	本刊
bfkj	夲
bfko	𰡞
bfks	夯
bfku	白费口舌
bflc	蟦
bfld	本来
bflk	本领
bflq	白费力气
bflw	本类
bfly	本轮
bfmf	本门
bfmk	本名
bfng	本能
bfnm	本年
bfnn	笨鸟
bfnt	𩧼
bfo	锛
bfom	体
bfom	䬱
bfot	倴
bfpc	奔跑
bfpm	㤓
bfpn	本票
bfq	不服气
bfqb	不分青红皂白
bfqi	本期
bfqj	撪
bfqm	本钱
bfqr	不乏其人
bfqt	捹
bfqw	㨧
bfrf	本人
bfri	本日
bfse	本色
bfsh	奔丧
bfst	不负所托
bfst	𩣺
bft	苯
bftc	奔逃
bftg	奔腾
bftg	𦯀
bfti	本体
bftm	本田
bftn	本条
bftu	本土
bfty	悲愤填膺
bfuf	本身
bfug	本省
bfuh	不负韶华
bfui	本事
bfuo	比方说
bfv	百分之
bfvb	百分之百
bfve	本着
bfvi	本质
bfvj	本站
bfvo	笨拙
bfvs	笨重
bfvt	不法之徒
bfvu	笨猪
bfvw	不负众望
bfvy	百分之一
bfvy	捕风捉影
bfvz	本周
bfwf	本文
bfwt	𪑖
bfwu	本无
bfww	本位
bfx	不放心
bfxi	本息
bfxj	白费心机
bfxk	本性
bfxl	本想
bfxn	本校
bfxv	不分轩轾
bfxw	不法行为
bfy	暴风雨
bfye	本页
bfyi	本意
bfyk	本应
bfyr	本源
bfyt	本月
bfyt	逩
bfyw	𣄏
bfyz	不费一兵一卒
bfze	不负责
bfzi	本子
bfzl	不放在眼里
bfzr	不负责任
bfzz	奔走
bg	蹦
bg	甭
bgas	閍
bgbd	半工半读
bgbg	不管不顾
bgbi	笔耕不辍
bgbj	不干不净
bgbj	毕恭毕敬
bgbl	包工包料
bgbl	𣂤
bgbn	𠜳
bgbs	𠡮
bgbt	𦝷
bgbu	蚌埠
bgcb	錋
bgcb	鏰
bgda	蹦跶
bgdd	绷带
bgdh	不敢当
bgdi	蹦迪
bgdj	半个多世纪
bgdj	槰
bgdr	绷断
bgds	榜
bgdt	不共戴天
bgee	不过尔尔
bgfa	迸发
bgfq	㷯
bggb	堋
bggb	塴
bggb	𡎾
bgge	𥀂
bggf	𥛱
bggf	𦂌
bggj	埄
bggn	甏
bggo	𨆊
bggq	埲
bggr	甭管
bggr	𥖗
bggr	𪔑
bggt	不敢苟同
bggt	𧻓
bghj	䑫
bghj	𤙾
bghj	𤫬
bghk	崩坏
bghq	䭰
bghq	𩗴
bghq	𫗉
bght	䑫
bght	𥞩
bgi	祊
bgib	𢉁
bgii	螷
bgii	蠯
bgil	蹦床
bgio	𱤺
bgjb	绷紧
bgjb	𥦜
bgji	蹦极
bgjj	百感交集
bgjk	白骨精
bgjm	不甘寂寞
bgjn	不干胶
bgkb	奟
bgkb	痭
bgkh	𤡭
bgkv	崩溃
bgl	蚌
bglb	䙀
bgle	崩了
bglh	不甘落后
bglj	八国联军
bgll	波光粼粼
bglm	不敢掠美
bglq	𧑑
bgls	𨸂
bglt	𧚭
bglu	不归路
bgm	泵
bgm	甭
bgm	琫
bgmb	䨜
bgmb	𣨥
bgmj	玤
bgmo	𱤺
bgmr	琣
bgms	祊
bgmt	𩂦
bgmw	䨻
bgnb	𢐒
bgnb	𨹹
bgnb	𨻱
bgo	镚
bgob	傰
bgoc	㑟
bgoj	伻
bgpj	崩盘
bgpk	不公平
bgqc	𩑚
bgqe	揼
bgqf	䳞
bgqj	抨
bgql	挷
bgqs	搒
bgqx	卑躬屈膝
bgr	嘣
bgrc	不过如此
bgrj	跰
bgrq	唪
bgrt	跰
bgsg	闭关锁国
bgsy	不管三七二十一
bgta	崩塌
bgtj	博古通今
bgtq	菶
bgtq	䩬
bgtr	鞛
bgts	㔙
bgtt	𩊌
bgtu	𦺑
bgty	不关痛痒
bgtz	包工头
bgu	崩
bgue	迸射
bgui	办公室
bguj	半个世纪
bguo	甭说
bguq	𡶤
bgur	不甘示弱
bgus	兵贵神速
bgus	嵭
bgut	𡾛
bguy	杯弓蛇影
bgv	绷
bgvb	繃
bgvb	綳
bgvb	𡡈
bgve	绷着
bgvf	秉公执法
bgvh	𦅈
bgvh	𫄵
bgvi	绷直
bgvi	䋽
bgvi	𢆸
bgvi	𰬭
bgvj	絣
bgvs	半个钟
bgvt	半个钟头
bgvt	絣
bgvt	𰬔
bgwu	别跟我说
bgwx	报告文学
bgxb	不甘心
bgxl	甭想
bgxq	不感兴趣
bgxu	半个小时
bgxx	不敢相信
bgy	迸
bgyb	不敢越雷池一步
bgyi	𨓁
bgyj	逬
bgyq	不顾一切
bgys	不够意思
bgys	㔙
bgyt	半个月
bgyt	誁
bgyt	𧩱
bgyt	𨕧
bgyu	不甘于
bgyx	不苟言笑
bgzp	不攻自破
bgzu	闭关自守
bgzv	八竿子打不着
bh	帮
bhb	膀
bhba	不会吧
bhbh	帮帮
bhbj	饱汉不知饿汉饥
bhbm	不慌不忙
bhbs	髈
bhcs	鎊
bhd	棒
bhda	棒打
bhdc	北海道
bhdd	变化多端
bhdj	榜单
bhdj	㭋
bhdk	绑定
bhdl	梆
bhdl	𣘙
bhdr	不遑多让
bhdr	棓
bhds	榜
bhds	㮄
bhe	浜
bhel	不寒而栗
bhes	不欢而散
bhfs	𠲑
bhfw	绑匪
bhfw	𤱵
bhg	塝
bhgb	幫
bhgb	幇
bhgc	㙃
bhge	不合格
bhgj	鞤
bhgl	别鹤孤鸾
bhgl	垹
bhgq	㨍
bhgq	埲
bhgs	帮工
bhgv	帮规
bhgx	北回归线
bhh	邦
bhha	氆
bhhe	棒喝
bhhr	稖
bhhs	艕
bhhs	𤚰
bhhu	𢁏
bhhv	帮会
bhhx	白花花
bhhy	不怀好意
bhi	谤
bhif	帮衬
bhig	磅秤
bhil	不合常理
bhiv	棒槌
bhj	白胡椒
bhjb	绑紧
bhji	棒极
bhjn	邦交
bhjx	绑架
bhke	蚌壳
bhku	𣮡
bhl	蚌
bhl	不合理
bhlb	𲀃
bhlc	绑牢
bhld	不回来
bhle	帮了
bhlh	悲欢离合
bhli	白鹤亮翅
bhlj	䖫
bhlq	蜯
bhls	螃
bhls	牓
bhls	𢄎
bhm	磅
bhm	玤
bhma	巴哈马
bhmc	变幻莫测
bhmh	帮忙
bhmj	䂜
bhmj	𠨵
bhml	兵荒马乱
bhml	𱮿
bhms	𨢐
bhnj	䰷
bhnj	𬶆
bhnn	𫠌
bhns	䧛
bho	镑
bho	傍
bhpd	帮派
bhpj	不患贫而患不均
bhpn	绑票
bhpq	𢜗
bhq	邦
bhqb	幚
bhqb	𢸌
bhqc	捠
bhqf	百花齐放
bhql	帮腔
bhql	挷
bhqp	𢶶
bhqq	棒球
bhqr	䎧
bhqr	𢮏
bhqs	搒
bhqu	不回去
bhqu	邫
bhqy	不合群
bhr	𠳐
bhre	不好惹
bhrf	帮人
bhsj	保护伞
bhsn	𩦠
bhsr	不划算
bhst	𩮗
bht	蒡
bhtc	並
bhtl	𦰥
bhtm	並
bhts	䩷
bhts	𦾭
bhts	𩍗
bhtu	𣮧
bhui	不合适
bhuo	不好说
bhus	𡽲
bhuy	不合时宜
bhuz	帮手
bhv	绑
bhve	帮着
bhvl	綁
bhvn	不惑之年
bhvs	纺
bhvs	紡
bhvs	縍
bhvs	𫄰
bhvt	抱恨终天
bhvu	帮助
bhvy	百花争艳
bhwf	榜文
bhwi	变幻无常
bhwj	傍晚
bhwq	变化无穷
bhxk	保护性
bhxp	冰魂雪魄
bhxs	帮凶
bhye	㿶
bhye	𠬣
bhyh	榜样
bhyj	榜眼
bhys	不好意思
bhys	旁
bhys	謗
bhyt	竝
bhzd	绑在
bhzi	棒子
bi	比
bi	逼
biaf	鵖
biah	閉
biah	閟
biam	𱉝
bian	彼岸
biat	𣋹
biay	閇
biay	𨵰
bibc	贔
bibc	𥈗
bibd	必败
bibe	服
bibe	貱
bibe	骳
bibe	䏢
bibe	𬥶
bibg	䏶
bibg	䯗
bibg	𥆯
bibh	臂膀
bibh	不吃不喝
bibh	䀣
bibi	比比
bibj	罢黜百家
bibj	髀
bibj	脾
bibj	睥
bibj	䁹
bibj	肸
bibj	貏
bibj	𠧅
bibj	𩪖
bibj	𩪧
bibk	弊病
bibl	睤
bibl	𧳠
bibn	不吵不闹
bibo	碧波
bibo	赑
bibs	肹
bibu	肥
bibv	把持不住
bibw	必备
bibw	腷
biby	百吃不厌
bich	鉍
bici	彼此
bicj	鏎
bicj	鐴
bicp	鎞
bidd	笔袋
bidd	𣚡
bide	必得
bide	柀
bide	𣔓
bidg	壁灯
bidg	㯇
bidg	梐
bidh	䪐
bidh	柲
bidh	𣘥
bidi	𣝍
bidj	韠
bidj	㮿
bidj	檘
bidj	𪍪
bidj	𮲰
bidk	必定
bido	榌
bidp	枇
bidp	朼
bidr	弊端
bidt	䵄
bidu	必读
bidu	𪌄
bidv	比对
bidw	楅
biee	波
bieh	泌
biej	滭
biej	𰛡
biek	𤂀
biek	𤅹
biel	濞
biep	沘
bieq	潷
biet	濞
bieu	滗
bieu	𣴨
biew	湢
bif	弊
bifa	笔法
bifb	幣
bifb	幤
bifb	𦠞
bifc	䊧
biff	比分
biff	鷩
biff	㡀
bifg	避风
bifg	䨆
bifh	比方
bifj	熚
bifj	𤐙
bifk	敝
bifk	獘
bifk	𡚁
bifk	𣁢
bifm	𫜁
bifp	粃
bifp	斃
bifu	瞥
bifu	鄨
bifw	煏
bify	不成方圆
bigb	百尺竿头更进一步
bigg	㙄
bigh	百川归海
bigj	笔杆
bigj	埤
bigj	䟆
bigj	壀
bigj	𠬈
bigj	𫎳
bigl	避光
bigp	㘩
bigr	闭关
bigt	百尺竿头
bigv	壁柜
bigw	堛
bih	笔
bih	彼
bih	秕
bihb	币
bihb	𥷑
bihc	䫁
bihc	𩑻
bihd	碧海
bihe	闭合
bihe	馥
bihe	㪏
bihe	𩲢
bihf	颷
bihf	鵖
bihf	𥢦
bihf	𰞲
bihg	𤙞
bihh	秘
bihh	䫾
bihh	馝
bihh	𪏺
bihh	𫠈
bihj	筚
bihj	篳
bihj	䬛
bihj	箄
bihj	魓
bihj	𣭤
bihj	𣮐
bihj	𣯴
bihj	𥴬
bihj	𪐄
bihk	𥳆
bihl	不差毫厘
bihl	鼻
bihl	箅
bihl	𥟗
bihl	𦤫
bihn	䄶
biho	避祸
bihp	篦
bihp	舭
bihp	笓
bihp	皀
bihp	箆
bihp	𤽊
bihq	筆
bihs	𩾳
biht	鼻
bihu	庇护
bihu	𢩒
bihv	避讳
bihw	稫
bihx	笔画
bihy	逼婚
bihy	毴
bii	庇
bii	诐
biib	𧥑
biie	㳼
biig	觱
biii	螷
biij	庳
biij	㓖
biij	廦
biij	禆
biij	𥛘
biij	𪋜
biij	𰃻
biip	䃾
biiq	觱
biiu	𢩒
bijb	逼近
bijc	賁
biji	笔记
bijj	𪍪
bijk	毕竟
bijk	𨋩
bijl	必将
bijm	鼻尖
bijm	比肩
bijn	𨋥
bijo	贲
bijq	必究
bijr	闭卷
bijt	䵄
biju	𪌄
bijv	别出机杼
bijx	笔架
bijy	不成敬意
bik	狴
bikd	避开
bikd	𤝸
bikg	𤡝
bikh	𤵘
bikj	必看
bikj	痺
bikj	𤠺
bikj	𤢣
bikj	𤹝
bikk	夶
bikk	獙
bikl	痹
bikl	𤻖
bikp	疕
bikp	疪
bikp	𤜻
biks	鼻孔
bikw	𤹦
bikz	闭口
bil	闭
bilc	費
bild	䉾
bile	毙了
bile	被
bilg	蜌
bilh	䖩
bilh	袐
bilh	𢁽
bilh	𮤲
bili	比例
bilj	碧蓝
bilj	裨
bilj	襅
bilj	𧏻
bilj	𧓄
bilj	𬠃
bilk	𧒀
bill	鼻梁
bill	畁
bill	襣
bill	鄪
bill	𨚓
bill	𰻳
biln	拔出萝卜带出泥
bilo	费
bilp	蚍
bilp	㠲
bilp	㡙
bilp	螕
bilp	𢅩
bilp	𢘍
bils	𠡂
bilt	襣
bilu	笔录
bilv	比率
bilw	壁垒
bilw	𤗚
bim	碧
bima	皕
bimc	鼻毛
bimd	殍
bimf	闭门
bimh	珌
bimh	𨠔
bimj	鞭长莫及
bimj	㱸
bimj	㻫
bimj	禆
bimj	豍
bimj	𥛘
bimk	笔名
biml	𠩿
bimm	避免
bimo	笔墨
bimp	䃾
bimp	䣥
bimp	𨟵
bimq	㻶
bimu	闭幕
bimu	𪼋
bimw	比美
bin	陛
bin	鲾
bina	㢶
bine	陂
bine	㢰
bine	䧗
bing	𨻼
binh	鮅
binh	𨸼
binh	𫗣
binh	𫚑
binh	𱅈
bini	比拟
binj	避难
binj	陴
binj	䚜
binj	彃
binj	𮩛
bink	㢸
binl	𧤃
binn	弼
binn	弻
binp	魮
binv	婢女
binw	鰏
binw	𩧿
binw	𬳃
bio	俾
bio	铋
bioe	佊
biog	𠈺
bioh	佖
bioh	飶
bioj	饆
bioj	𥏠
bioj	𬭽
biok	𠓷
biop	𠐌
biop	𫔇
biow	偪
biox	𠋯
bip	必
bip	毙
bip	半成品
bipb	比拼
bipd	枈
bipd	粊
bipd	𢡅
bipe	愎
bipe	㿫
bipe	怶
bipg	坒
bipg	𢟵
biph	毖
biph	怭
bipj	毕
bipk	𣁉
bipl	邲
bipl	𠨘
bipl	𨚍
bipn	𠛡
bipo	逼迫
bipo	𣢠
bipp	𢖬
bipv	䘡
bipv	𡛗
bipw	愊
biqh	㧙
biqh	𢲾
biqh	𫼫
biqh	𱂅
biqi	比起
biqj	𢳋
biqj	𫖒
biql	鼻腔
biqn	拂
biqq	壁球
biqq	𢴩
biqu	𫽳
biqw	不成其为
biqw	𦔆
bir	哔
bire	跛
birf	鄙人
birh	避让
birh	䟤
birh	咇
birj	必然
birj	跸
birj	䠋
birj	嗶
birj	蹕
birj	躃
birl	鄙
birp	吡
birq	𠽩
birq	𨅗
birr	啚
biru	比如
bis	壁
bis	璧
bisa	比萨
bisb	臂
bisc	屄
bisc	鐾
bisd	比赛
bisd	檗
bise	闭塞
bise	䮡
bise	髲
bise	𠮃
bisf	鸊
bisf	繴
bish	駜
bish	䎵
bish	𫵘
bisi	必死
bisi	𣩩
bisj	辟
bisj	聛
bisj	驆
bisj	𨲋
bisj	𩭧
bisl	不出所料
bism	𣦢
bisn	𢐦
biso	躄
biso	𧲜
bist	𨐨
bisu	鼊
bisu	𱌉
bisv	嬖
bisv	襞
bisw	䮠
bisw	𡳄
bisw	𦑞
bit	蔽
bitc	笔套
bitd	荸
bitd	蘖
bite	比特
bite	菝
bitg	𩊰
bith	苾
bith	䩛
biti	鼻涕
bitj	薜
bitj	荜
bitj	鞞
bitj	萆
bitj	蓽
bitj	鞸
bitj	𠦈
bitj	𦸣
bitj	𱁴
bitk	笔挺
bitk	菝
bitl	䕗
bitp	蓖
bitp	芘
bitp	萞
bitp	𦱔
bitp	𩉫
bitt	不成体统
bitt	䕗
bitt	𦯛
bitt	𦰙
bitz	鼻头
biua	必杀
biug	必胜
biuh	闭上
biuh	匕
biui	鄙视
biuj	𡻞
biul	𡽶
bium	匕
biuu	避暑
biuv	避税
biuy	笔顺
biuz	匕首
biv	婢
bivc	比照
bivd	逼债
bive	闭着
bivf	逼真
bivg	必争
bivh	臂章
bivh	妼
bivi	壁纸
bivj	綼
bivj	縪
bivj	𡠚
bivj	𰋾
bivj	𰬎
bivj	𰬤
bivl	嬶
bivm	䋔
bivm	𫄞
bivp	妣
bivp	纰
bivp	紕
bivs	比重
bivt	不吃这一套
bivt	嬶
bivt	𦂖
biw	畀
biwf	逼问
biwf	鷝
biwh	㘠
biwj	臂弯
biwj	畢
biwj	罼
biwj	𬙝
biwk	奰
biwk	㪤
biwp	罷
biwt	不成问题
biwu	比武
bixb	笔芯
bixc	别出心裁
bixh	报仇雪恨
bixi	鼻息
bixk	笔形
bixm	避嫌
bixm	避险
bixp	辟邪
bixq	必修
bixr	必选
bixt	鼻血
bixu	必须
bixw	不耻下问
bixx	陛下
biy	避
biyb	鼻音
biyc	必要
biye	毕业
biye	詖
biye	𣥣
biye	𣦇
biyi	鼻翼
biyi	鄙夷
biyj	闭眼
biyj	鼻炎
biyj	𧫤
biyr	不齿于人
biys	必用
biyu	比喻
biyy	避孕
biyz	必有
bizi	鼻子
bizo	比作
bizu	鼻祖
bizv	闭嘴
bizz	逼走
bj	办
bj	背景
bjae	昄
bjan	办案
bjar	闆
bjb	笔记本
bjbc	𦝤
bjbd	半百
bjbe	𣪂
bjbf	版本
bjbh	不急不缓
bjbh	朌
bjbh	肦
bjbi	半壁
bjbj	斑斑
bjbk	搬兵
bjbk	𦙹
bjbl	半斤八两
bjbm	半边
bjbm	不紧不慢
bjbo	斑驳
bjbs	不见不散
bjbu	颁布
bjbu	八九不离十
bjbx	不疾不徐
bjbz	不骄不躁
bjc	颁
bjcc	頒
bjcd	板材
bjce	鈑
bjcf	鳻
bjch	半仓
bjci	班次
bjck	攽
bjcm	𱉑
bjcn	𠚼
bjco	𠔯
bjco	𤫫
bjcq	鉡
bjcs	饱经沧桑
bjd	板
bjdc	搬到
bjdc	半岛
bjde	不见得
bjdg	板凳
bjdi	班底
bjdj	不计代价
bjdl	不记得了
bjdn	不减当年
bjdq	柈
bjdr	半段
bjds	搬动
bjdu	伴读
bjdx	北京大学
bjec	湴
bjeg	埿
bjel	比肩而立
bjem	湴
bjev	不教而诛
bjey	比较而言
bjez	不胫而走
bjf	半
bjfa	办法
bjfe	粄
bjff	半分
bjfi	宝剑锋从磨砺出
bjfi	𥹓
bjfj	㪵
bjfq	不解风情
bjfq	䉽
bjfu	饱经风霜
bjg	坂
bjg	不及格
bjge	半个
bjgl	不见棺材不落泪
bjgq	坢
bjgs	办公
bjgv	版规
bjgx	白驹过隙
bjh	般
bjh	比较好
bjhc	办好
bjhe	舨
bjhe	䈲
bjhf	瘢痕
bjhh	保驾护航
bjhh	𩿉
bjhi	螌
bjhi	𤳖
bjhj	半酣
bjhj	𥷁
bjhq	秚
bjhv	褩
bjhx	版画
bjie	班车
bjig	办成
bjih	半场
bjij	班禅
bjiu	搬出
bjj	不仅仅
bjjb	半斤
bjji	班级
bjjk	半径
bjjl	颁奖
bjjn	半角
bjjp	半截
bjjq	斑鸠
bjju	半句
bjjv	比肩接踵
bjjx	搬家
bjjx	别具匠心
bjkd	搬开
bjke	瘢
bjke	𡯘
bjkg	癍
bjkg	𤡰
bjkk	版块
bjkl	不积跬步无以至千里
bjks	半空
bjku	扮酷
bjl	版
bjle	不见了
bjle	蝂
bjlh	伴郎
bjli	办理
bjli	𧌿
bjlj	斑斓
bjlk	冰激凌
bjlo	半裸
bjlr	𬮳
bjlu	半路
bjlv	伴侣
bjlv	螁
bjlx	背井离乡
bjly	保加利亚
bjly	病急乱投医
bjm	班
bjma	斑马
bjmc	𩔮
bjmd	不结盟运动
bjme	䃑
bjme	瓪
bjmf	𪄕
bjmg	不结盟
bjmg	斑
bjmg	𤦦
bjmm	版面
bjmm	𪉒
bjmz	不讲面子
bjn	阪
bjne	魬
bjne	𱇖
bjni	比基尼
bjnj	𨐾
bjnl	伴娘
bjnm	半年
bjnq	𱃷
bjns	搬弄
bjo	伴
bjoe	钣
bjoq	䬳
bjoq	𰽰
bjpb	保健品
bjpd	半拍
bjpk	半瓶
bjpn	半票
bjpq	怑
bjpw	般配
bjq	搬
bjq	不久前
bjqe	扳
bjqg	𢲔
bjqg	𢴬
bjqh	扮
bjqm	搬迁
bjqo	㚘
bjqq	并驾齐驱
bjqq	拌
bjqr	版权
bjqu	不计其数
bjqx	不计前嫌
bjrc	不仅如此
bjre	𠯘
bjre	𧿨
bjrg	𠺚
bjri	半日
bjrj	不尽然
bjrq	不近人情
bjru	搬入
bjry	不尽人意
bjsc	悲剧色彩
bjsi	半死
bjsl	不见森林
bjsq	𩢔
bjss	不假思索
bjst	巴基斯坦
bjsv	伴随
bjtc	𦎊
bjtj	𠦒
bjtm	半天
bjto	办妥
bjtq	靽
bjtq	𠦒
bjtr	不见天日
bjts	半桶
bjtu	半途
bjty	不见兔子不撒鹰
bju	北京市
bjue	岅
bjuf	半身
bjug	半生
bjuh	班上
bjui	办事
bjuj	半山
bjuq	杯酒释兵权
bjuu	半数
bjuv	版税
bjux	北京师范大学
bjuz	扳手
bjv	绊
bjvd	必经之地
bjvg	办证
bjvh	班长
bjvj	败军之将
bjvl	必经之路
bjvm	百家争鸣
bjvm	不解之谜
bjvq	絆
bjvq	姅
bjvr	搬砖
bjvt	不经之谈
bjvu	版主
bjvx	不见真佛不烧香
bjvy	不解之缘
bjwe	𪒋
bjwf	斑纹
bjwg	保家卫国
bjwj	办完
bjwm	不尽完美
bjwo	半握
bjwu	伴舞
bjx	百家姓
bjxj	不拘小节
bjxk	颁行
bjxl	扮相
bjxm	半仙
bjxt	不尽相同
bjy	瓣
bjy	不经意
bjya	板鸭
bjyb	斒
bjyc	𨭉
bjyd	败局已定
bjyd	𧇥
bjye	半夜
bjye	不绝于耳
bjye	𠧫
bjyg	别具一格
bjyg	不拘一格
bjyh	不久以后
bjyh	虨
bjyi	搬移
bjyi	𨐦
bjyj	扮演
bjyj	不经意间
bjyj	辦
bjyj	辨
bjyj	辯
bjyj	辬
bjyj	𨐱
bjyq	不讲义气
bjyr	半圆
bjyt	半月
bjyv	不经一事不长一智
bjyy	搬运
bjz	败家子
bjzi	班子
bjzo	扮作
bjzt	不进则退
bjzu	班组
bjzv	拌嘴
bjzv	并肩作战
bjzz	伴奏
bk	并
bka	昺
bkab	昞
bkan	并案
bkbb	眪
bkbc	冰雹
bkbd	兵败
bkbh	冰棒
bkbk	冰冰
bkbm	病变
bkbm	不可避免
bkbn	𦡻
bkbu	并不
bkby	百看不厌
bkby	闭口不言
bkcb	鈵
bkcc	鋲
bkcj	鉼
bkcr	𡇤
bkct	鉼
bkcy	并存
bkd	柄
bkd	槟
bkdc	冰岛
bkdc	檳
bkdc	梹
bkdd	冰袋
bkdd	不可多得
bkde	栤
bkdg	冰灯
bkdj	栟
bkdj	䴵
